,time,tweet
588,2020-07-04T17:47:29.000Z,Please take a moment to report accounts clearly engaged in harassment. It is the only way to maintain public discourse.
589,2020-07-04T17:44:43.000Z,🇺🇸🇺🇸 Happy 4th of July!! 🇺🇸🇺🇸
590,2020-07-04T04:46:58.000Z,Congrats Tesla Team — U ROK!! https://t.co/lW7Ist98IY
591,2020-07-02T20:06:28.000Z,Thanks Tesla owners &amp; investors! Love you!! We will work super hard to earn your trust &amp; support. https://t.co/6mgcmlLTsA
592,2020-07-02T18:57:26.000Z,"SEC, three letter acronym, middle word is Elon’s"
593,2020-07-02T18:50:12.000Z,Will send some to the Shortseller Enrichment Commission to comfort them through these difficult times
594,2020-07-02T18:40:47.000Z,Tesla will make fabulous short shorts in radiant red satin with gold trim
595,2020-07-02T18:24:57.000Z,Who wears short shorts? 🤣🤣
596,2020-07-01T19:30:36.000Z,"Tesla Impact Report (repost). We do everything humanly possible to source materials &amp; produce sustainable energy cars, batteries &amp; solar ethically. Suggestions for improvement are always appreciated.

https://t.co/WCemMJ44um"
597,2020-06-30T21:56:52.000Z,Your GPS just got slightly better https://t.co/XsblUsiNXU
598,2020-06-28T23:39:41.000Z,"Btw, Tesla actually receives *least* subsidies of any automaker in US. Federal tax credit applies to other automaker EVs, but no longer Tesla."
599,2020-06-28T23:35:42.000Z,Great Model Y review by @jayleno https://t.co/DzsZ7eugWp
600,2020-06-28T21:54:51.000Z,69 days after 4/20 again haha
601,2020-06-26T17:28:53.000Z,.@JeffBezos is a copy 🐈 haha https://t.co/plR7uupqBG
602,2020-06-26T07:35:57.000Z,"Who controls the memes,
controls the Universe"
603,2020-06-26T06:05:19.000Z,https://t.co/e9dPKVSjjl
604,2020-06-26T06:03:42.000Z,Literally
605,2020-06-26T05:57:58.000Z,Only a matter of time before someone steals a Tesla while playing GTA on a Tesla
606,2020-06-26T05:25:09.000Z,North American Supercharger usage tracking to exceed pre covid highs in 2 to 3 weeks. Lot of noise out there. This is signal. https://t.co/PCC5DlthtA
607,2020-06-25T07:43:07.000Z,Two Starship tanks in the midbay https://t.co/QJ2V882WOC
608,2020-06-25T02:57:55.000Z,Special thanks to Tesla trucking &amp; rail partners for figuratively &amp; literally going the extra mile
609,2020-06-25T02:56:12.000Z,Apologies to Tesla customers for shifting delivery dates. It’s a crazy world out there!
610,2020-06-22T03:11:02.000Z,Tentative date for Tesla Shareholder Meeting &amp; Battery Day is Sept 15. Will include tour of cell production system.
611,2020-06-22T03:05:26.000Z,Reminder that Tesla Full Self-Driving (FSD) price goes up by $1k on July 1st
612,2020-06-22T03:04:26.000Z,Enabling basic Tesla Autopilot via Tesla in-app purchase is reduced to $2k until July 1
613,2020-06-21T15:27:16.000Z,2019 seems so quaint &amp; long ago https://t.co/xfdfcbr0DS
614,2020-06-21T08:29:04.000Z,That is our purpose
615,2020-06-21T08:13:05.000Z,"Tesla Bioweapon Defense Mode
https://t.co/48s5D3ZQO0"
616,2020-06-21T08:07:42.000Z,We must pass The Great Filter
617,2020-06-21T07:03:08.000Z,Mars is my souldog
618,2020-06-21T06:19:41.000Z,"If heat death is the end of the universe, it really is all about the journey"
619,2020-06-19T17:06:03.000Z,Juneteenth is henceforth considered a US holiday at Tesla &amp; SpaceX
620,2020-06-16T19:20:04.000Z,"SpaceX is building floating, superheavy-class spaceports for Mars, moon &amp; hypersonic travel around Earth https://t.co/zLJjz43hKw"
621,2020-06-16T02:07:13.000Z,All Model S cars made since late Jan have 402 mile range. This is just making it official.
622,2020-06-15T23:53:26.000Z,Tesla Model S now first ever electric vehicle to receive EPA range rating above 400 miles! https://t.co/EOTwVfvHS5
623,2020-06-15T23:36:49.000Z,China &amp; Asia Pacific Supercharger usage above pre-covid highs. North America catching up fast. Europe slightly behind. https://t.co/Em23E2AFyO
624,2020-06-11T09:49:26.000Z,lol
625,2020-06-10T22:22:01.000Z,Catapults are a great way to get somewhere fast https://t.co/npr4bGBDYw
626,2020-06-10T19:06:53.000Z,Tesla factory workplace safety is 5% better than industry average for manufacturers &amp; improving fast https://t.co/axmInA9fZb
627,2020-06-10T18:28:56.000Z,After which they are recycled https://t.co/xuu1ohdz52
628,2020-06-10T18:26:00.000Z,Tesla batteries are lasting much longer than 200k miles / 320k km https://t.co/z882nf6yv9
629,2020-06-10T18:22:29.000Z,"Moreover, energy produced by Tesla solar deployments far exceeds energy used in our factories https://t.co/IDqf5gWeFt"
630,2020-06-10T18:21:05.000Z,"Electric cars produce *much* less CO2 than fossil fuel cars, taking both electricity emission &amp; vehicle production into acount https://t.co/tsk9TXgW67"
631,2020-06-10T18:07:52.000Z,https://t.co/QPwGa1Rk8Z
632,2020-06-10T18:07:22.000Z,"Posting Tesla Impact Report, this time with summary points &amp; charts in my reply tweets https://t.co/4lyaV7kIS4"
633,2020-06-10T14:15:45.000Z,"Wort reading the whole thing
https://t.co/4lyaV7kIS4"
